title,url,test_type,raw_text,text
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive, English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French, Approximate Completion Time in minutes = 10 Test Type: C Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o Work Relationships o Work Habits o Self-Development & Well-Being The RemoteWorkQ is intended for use across job families and levels for which working in a remote environment is important for the role. This report is designed to help you be more successful in a remote working environment by providing: o Insights into your identified strengths and potential risks for working remotely o Individualized coaching tips on how you can use your identified strengths to overcome risks Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager, General Population, Graduate, Director, Entry-Level, Executive, English (USA), Arabic, Italian, Chinese Simplified, Portuguese, Turkish, Portuguese (Brazil), Indonesian, English International, Spanish, Latin American Spanish, French (Canada), German, Dutch, French, Approximate Completion Time in minutes = 10 Test Type: C Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of VLSI and embedded systems basics. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of VLSI and embedded systems basics. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 12 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 12 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
AI Skills,https://www.shl.com/products/product-catalog/view/ai-skills/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The AI Skills assessment measures the skills that help candidates successfully leverage AI in their work. General Population, English (USA), Approximate Completion Time in minutes = 16 Test Type: P Remote Testing: Sample Report English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The AI Skills assessment measures the skills that help candidates successfully leverage AI in their work. General Population, English (USA), Approximate Completion Time in minutes = 16 Test Type: P Remote Testing: Sample Report English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 15 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the candidate’s knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 15 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 15 Test Type: S Remote Testing: Product Flyer English (USA) Sample Report English (USA) Product fact sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Approximate Completion Time in minutes = 15 Test Type: S Remote Testing: Product Flyer English (USA) Sample Report English (USA) Product fact sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,cognitive,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development. Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish, Approximate Completion Time in minutes = 24 Test Type: A Remote Testing: Product Fact Sheet English International Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development. Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish, Approximate Completion Time in minutes = 24 Test Type: A Remote Testing: Product Fact Sheet English International Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 8 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 8 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Docker (New),https://www.shl.com/products/product-catalog/view/docker-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Docker container, data management, Docker performance and swarm. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 9 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Dermatology (New),https://www.shl.com/products/product-catalog/view/dermatology-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,cognitive,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to: • draw logical conclusions based on information provided • identify strengths and weaknesses of arguments • complete scenarios using incomplete information The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to: • evaluate arguments • analyse scenarios • draw logical conclusions Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian, Approximate Completion Time in minutes = 20 Test Type: A Remote Testing: Product fact sheet English International Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning Test is a new test in the SHL Verify range of ability tests, and measures the ability to: • draw logical conclusions based on information provided • identify strengths and weaknesses of arguments • complete scenarios using incomplete information The test is 18 minutes long, has 20 items and is designed to provide an indication of how an individual will perform when asked to develop solutions when presented with information and draw sound conclusions from data. This form of reasoning is commonly required to support work and decision-making in many different types of jobs and at many levels. Sample tasks for jobs that may require deductive reasoning include, but are not limited to: • evaluate arguments • analyse scenarios • draw logical conclusions Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Arabic, French (Canada), Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Latin American Spanish, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Spanish, Swedish, Thai, Turkish, English (USA), Norwegian, Approximate Completion Time in minutes = 20 Test Type: A Remote Testing: Product fact sheet English International Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Report Language Availability: English (USA) Entry-Level, English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish, Approximate Completion Time in minutes = 19 Test Type: C P Remote Testing: Entry Level Cashier Detailed Report English (USA) Entry Level Cashier Development Report English (USA) Entry Level Cashier Interview Report English (USA) Product Fact Sheet English (USA) Product Fact Sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Cashier Solution is for entry-level retail positions in which employees receive payment in the form of cash, check, or credit cards for goods purchased. Sample tasks for these jobs include, but are not limited to: handling payments, offering customer service, and issuing receipts and refunds. Report Language Availability: English (USA) Entry-Level, English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish, Approximate Completion Time in minutes = 19 Test Type: C P Remote Testing: Entry Level Cashier Detailed Report English (USA) Entry Level Cashier Development Report English (USA) Entry Level Cashier Interview Report English (USA) Product Fact Sheet English (USA) Product Fact Sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Automata - Fix (New),https://www.shl.com/products/product-catalog/view/automata-fix-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Mid-Professional, English (USA), Approximate Completion Time in minutes = max 20 Test Type: S Remote Testing: Product fact sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options A simulated compiler integrated test to measure debugging skills in C, C++ and Java. The test checks the ability to fix logical or syntactical errors and to reuse an existing code. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Mid-Professional, English (USA), Approximate Completion Time in minutes = max 20 Test Type: S Remote Testing: Product fact sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
C++ Programming (New),https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Automata Pro (New),https://www.shl.com/products/product-catalog/view/automata-pro-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different programming languages and tests candidates using real-world coding problems. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = max 60 Test Type: S Remote Testing: Product fact sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options An AI-powered coding simulation assessment that evaluates candidate’s programming ability. Offers a familiar IDE environment available in over 40 different programming languages and tests candidates using real-world coding problems. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = max 60 Test Type: S Remote Testing: Product fact sheet English (USA) Sample Report English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ . Director, Executive, Manager, Mid-Professional, Test Type: P Remote Testing: Sample Report English International Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Dutch Sample Report French Sample Report German Sample Report Italian Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Assess and benchmark your leaders against enterprise leadership - the model for leader impact to drive business results in a complex work environment. For more information, visit: https://www.shl.com/en/solutions/identify-develop-leaders/enterprise-leadership/ . Director, Executive, Manager, Mid-Professional, Test Type: P Remote Testing: Sample Report English International Sample Report English (USA) Sample Report Arabic Sample Report Chinese Simplified Sample Report Dutch Sample Report French Sample Report German Sample Report Italian Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 11 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 11 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions. Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Danish, Dutch, Portuguese, Swedish, English International, Test Type: P Remote Testing: Sample Report English International Sample Report French (Canada) Sample Report Danish Sample Report Dutch Sample Report French Sample Report Portuguese Sample Report Swedish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions. Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Danish, Dutch, Portuguese, Swedish, English International, Test Type: P Remote Testing: Sample Report English International Sample Report French (Canada) Sample Report Danish Sample Report Dutch Sample Report French Sample Report Portuguese Sample Report Swedish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
